1, 1.000000e+000
2, 1.000000e+000
3, 1.000000e+000
4, 1.000000e+000
5, 1.000000e+000
6, 1.000000e+000
7, 1.000000e+000
8, 1.000000e+000
9, 1.000000e+000
10, 1.000000e+000
11, 1.000000e+000
12, 1.000000e+000
13, 1.000000e+000
14, 1.000000e+000
15, 1.000000e+000
16, 1.000000e+000
17, 1.000000e+000
18, 1.000000e+000
19, 1.000000e+000
20, 1.000000e+000
21, 1.000000e+000
22, 1.000000e+000
23, 1.000000e+000
24, 1.000000e+000
25, 1.000000e+000
26, 1.000000e+000
27, 1.000000e+000
28, 1.000000e+000
29, 1.000000e+000
30, 1.000000e+000
31, 1.000000e+000
32, 1.000000e+000
33, 1.000000e+000
34, 1.000000e+000
35, 1.000000e+000
36, 1.000000e+000
37, 1.000000e+000
38, 1.000000e+000
39, 1.000000e+000
40, 1.000000e+000
41, 1.000000e+000
42, 1.000000e+000
43, 1.000000e+000
44, 1.000000e+000
45, 1.000000e+000
46, 1.000000e+000
47, 1.000000e+000
48, 1.000000e+000
49, 1.000000e+000
